contract_id,label,text,noise_010
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Ip Ownership Assignment,"Consultant hereby irrevocably assigns to Company all right, title and interest in and to any information (including, without limitation, business plans and/or business information), technology, know-how, materials, notes, records, designs, ideas, inventions, improvements, devices, developments, discoveries, compositions, trade secrets, processes, methods and/or techniques, whether or not patentable or copyrightable, that are conceived, reduced to practice or made by Consultant alone or jointly with others in the course of performing the Services or through the use of Confidential Information (collectively, 111nventions"").","Con mltavt hereby ir evocably assigns to Company all pight, titeand inweestlin an  toa y information (inclbding, withui limitation, business plans  nd/qr business lnformation), technology, know-how, materials, not sa records  designs, ideas, inventions, improveents  devic s, deqelpments, discoveries, comp9sitios, rade se rets, processe, methds and/or techn ques, whether or not patentabe or copyrightable  that ar  conceived, reduced to practice or mad by  onsultant alone or joinoly with others in t8e corse of perform ng the be vices or 1hrough the use of C nfidential Inform tion (cll cively, 111nventions )."
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Ip Ownership Assignment,to execute and file any such applications and to do all other lawfully permitted acts to further the prosecution and issuance of such intellectual property rights thereon with the same legal force and effect as if executed by Consultant.,o exncute and file an  such appl5cations and  o do all oth r lawf6ll  rmitted acts to fr her the zrosecuion and issua ch of such inte lectua pr 9 rty rightv  hereon with the same l gal force cnd effect asgf executed b Cosultant.
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Ip Ownership Assignment,"Consultant agrees to sign, execute and acknowledge or cause to be signed, executed and acknowledged without cost, but at the expense of Company, any and all documents and to perform such acts as my be necessary, useful or convenient for the purposes of perfecting the foregoing assignments and obtaining, enforcing and defending intellectual property rights in any and all countries with respect to Inventions.","Consultant  agrees  to  sign,  excut  and  0cknowl  dge  or    auseto  be  signed,executed  and  ackno5ledged  without  yost  but  at  the  expese  o  Compan7,  ay  od  all    ocument  and  to  peform  such  actss  my  be  ecessary,  useful  or  convenient  for7the  purpose2  of  perfecting  he  foregofng  asswgnments    n  obtaining  enforcing    n6  defending  intelectual  property  righs  in    ny  and  all  countries  withxrespect  8o  Inventions."
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Ip Ownership Assignment,"Consultant agrees that if Company is unable because of Consultant's unavailability, mental or physical incapacity, or for any other reason, to secure Consultant's signature to apply for or to pursue any application or registration for any intellectual property rights covering any Invention, then Consultant hereby irrevocably designates and appoints Company and its duly authorized officers and agents as Consultant's agent and attorney-in-fact, to act for and in Consultant's behalf","Colsultant  agree    that  if  Company  is  unable  beceuse  of  Consuzta  's  unavai  a  ility,  m  ntao  or  physica  incapacity,  or  for  any  other  reason,  to  s  cure  Consultant'm  signature  to  apply  for  or  tp  pursue  any  applicaion  or  regibtrftion  f    any  intellectual  property    ig  s  covering  any  Invention,lthen  Consultant  hereby  irrevocably  de  gnates  and  appoints  Compaqy  and  its  duly  authorized  of  cers  and  agnts  as  Consu  ant's  agent  aa  attorney  inftct,  to  act  for  and  in  Consullant's  behlf"
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",License Grant,"Consultant agrees that if, in the course of performing the Services, Consultant incorporates into any Invention developed hereunder any invention, improvement, development concept, discovery or other proprietary subject matter owned by Consultant or in which Consultant has an interest (""Item""), Consultant will inform Company in writing thereof, and Company is hereby granted and shall have a non-exclusive, royalty-free, perpetual, irrevocable, worldwide license to make, have made, modify, reproduce, display, use and sell such Item as part of or in connection with the exploitation of such Invention.","Consulta t agrees that if, in the course of performing theServices, Consultant icorphrates ixto anysInvention developed h r uddr any invention, improv9et,s evelopmnt conc pt, discoveryor other proprietary s bject matter owned by ons ltant or in which Consultant h s an interest (""Item""),v onsultant will inf m Cifp ny0in wrting thereof, andcCompan ws hereby ganed and shallave a non-exus1ve woalty-free, pe1p eua 3 irrevocable, worldside license t ma e,  ave madx, m dify, repr dce, display, use a   se  such Item as part of or in cynze tion wit the  xp ita aodof s ch In3ention."
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Irrevocable Or Perpetual License,"Consultant agrees that if, in the course of performing the Services, Consultant incorporates into any Invention developed hereunder any invention, improvement, development concept, discovery or other proprietary subject matter owned by Consultant or in which Consultant has an interest (""Item""), Consultant will inform Company in writing thereof, and Company is hereby granted and shall have a non-exclusive, royalty-free, perpetual, irrevocable, worldwide license to make, have made, modify, reproduce, display, use and sell such Item as part of or in connection with the exploitation of such Invention.","Consultant  agees  that  if,gin  the  course  of  performing  th  qervicms,    onsultant  incorporates  into  any  Invntion  developn  hereu  der  any  invention,  improvement,  d  jelopment  co  cept,  discovery  or  othr  proprietay  subjectmatte    owne  by  wonsulnt  or  in  which  Co  suluant  has  an  interest  (""tem""),  Conultant  will  inf  rm  Company  in  writi  thereof,  and  Company  is  hereby4granted  and  shall  have  anon  exclusive,  r  yalty-free,  perpetual,  irr  vocable    wrldwide  icex  e  to  make,  ha  e  made,  modify,  eenroduc5,  displab,  use  and  sell  such  Item  as  part  of  or  in  co  nect  on  with  te  e  plotatio  of  such  I  ven  in."
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Post-Termination Services,"Upon the termination of this Agreement, or upon Company's earlier requests, Consultant will deliver to Company all property relating to, and all tangible embodiments of, Inventions in Consultant's possession or control.","Upoe  the  terminajion  of  teis  Agreement,  or  upon  Co  phny's  earlier  reque  ts,  Consultant  will  dolivr  mo  Company  al    property  relating  t  ,  nd  allgt  ngiqle  embodimntsofs  Inventions  i  onsultant's  pos  ession  o  cdptrol."
"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT",Document Name,AMENDMENT AND TERMINATION OF JOINT VENTURE AGREEMENT,AMENDMENT AqD TERINATON OF JOINT VENTURE AGREEMvNT
"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT",Parties,"Nissin Kogyo Co., Ltd.","NissinKogyo Co., Ltd."
"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT",Parties,"""NBZ"" and together with Nissin and Nissin Holding, the ""Nissin Parties""","""NBZ"" 6 d together with Nissan and Nissin Holdin,bthe ""Ndssin Pa ties"""
"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT",Parties,Nissin Kogyo Holdings,Nisin Kogyo Holdings
"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT",Parties,"""Veoneer US"" and together with Veoneer AB, the ""Veoneer Parties""","""Veoneer US"" and together wth Veoneer  B,  he ""Veonee  Parties"""
"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT",Parties,"Zhongshan Nissin Industry Co., Ltd.","Zhongshan  Nissin  Indstr  Co.,  Ltd."
"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT",Effective Date,"This Amendment shall only become effective upon the VNBJ Closing with respect to Article 1.1 and the VNBZ Closing with respect to Article 1.2, and shall terminate without any force or effect in the event that the VNBJ SPA and the VNBZ SPA are terminated in accordance with the terms thereof.","This A eo m nt shall o7ly becomeefectie upon theVNBJ Closing with reapect  o Article 1c1 and the VNBZ Closin  with respect to Article 1.2, a1d shall terinate without ny  orce or effect in the  ent that th  VNBJ SPA an the VNBZ SPA cryptermi ated  n accordance with theters theref."
"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT",Expiration Date,"This Amendment shall only become effective upon the VNBJ Closing with respect to Article 1.1 and the VNBZ Closing with respect to Article 1.2, and shall terminate without any force or effect in the event that the VNBJ SPA and the VNBZ SPA are terminated in accordance with the terms thereof.",This Am ndme t shal  only becme effective upoi the VNBd Closing with respect toiArticl1.1 ad thq VNBZ Closing wi8h rspect to Article 1.2 and shall terminate withou anyforce  r effect in the event that theaVNBJ SPA 7nd the VNBZ SPA are  grminated in acordanc0 with the termo thereof.
"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT",Governing Law,This Amendment shall be governed by and construed in accordance with the laws of Japan.,This Amehdment shall  e govered by and constred in ac ordance wih the laws of Japar.
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Document Name,CO-PROMOTION AGREEMENT,CO-PROMOTI0N AGRE MENT
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Parties,"Dova Pharmaceuticals, Inc.","Dova  P  armaceuticas,  Inc."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Parties,"Dova and Valeant are each referred to individually as a ""Party"" and together as the ""Parties"".","Dova  and    aeant  are  each    eferrev    o  indiv6dually  as  a  ""Partv""  and  together  as  the  ""Parties""."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Parties,Valeant Pharmaceuticals North America LLC,aleant  Pharmaceuticals  North  Am  r  ca  LLC
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Effective Date,"""Effective Date"" shall have the meaning set forth in the preamble to this Agreement.","""Effective  Dat  ""  sl  l  have  the    eaing  set5orthin  tye  preamble  to  this  A  reement  "
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Expiration Date,"This Agreement shall become effective as of the Effective Date and, unless earlier terminated as provided in this ARTICLE 12, shall extend until the four (4) year anniversary of the Effective Date (the ""Term"").","Th  s  Agreeme  t  sall  becw  effective  as  of  theEffec  ve  Date  and,  unl6ss  e6rlier  terminatek  as  pro  idin  t  is  erTILE  12,  shall  exte  d  untivthe  fiurc(4)  3er  anniversarl  of  the  Effective    ate  (the  ""Term"")."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Governing Law,"This Agreement and any and all matters arising directly or indirectly herefrom shall be governed by and construed and enforced in accordance with the internal laws of the [***] applicable to agreements made and to be performed entirely in such state, including its statutes of limitation but without giving effect to the conflict of law principles thereof."," his Agreementandimny and all matters ariing dire tly or  ndirectly herefrom shalu be governed by a d construed and yn orced in accoda e wid the internal lawszof the [***] opplicable to agreements5made ang to bo performed e tirely  such state,oincluding0its statutes of limit tion but without giingfffect to te conflictof law principles thereo."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Non-Compete,"[***], neither Valeant nor its Affiliates shall, directly or indirectly, [***] in the Territory other than the Product; provided that if the Agreement is terminated by Dova pursuant to [***], then any Tail Period shall be immediately terminated if either Valeant or any of its Affiliates, directly or indirectly, [***] in the Territory other than the Product during such Tail Period.","[***], neither9Val ant nor its Aff6liates shall, direcely o indirectly, [***] in the  erritoy other than the Produ t; providee that if te Agreement is trm ncted y Dova wursuant to [**d], then an0 Tal Pe iod shall be imdiately terminato  f either aleayt or any of t Affiliatea, dirctly or indirecly, [***] in thTbrritory oher thantheProduct during such6Til Period."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Exclusivity,"During the Term, subject to the terms and conditions of this Agreement, Dova hereby grants to Valeant the right, on a co-exclusive basis (solely with Dova and its Affiliates), to Detail and promote the Product in the Specialty in the Territory in the Field, and to conduct the Valeant Activities and the activities of the institutional account management team (pursuant to and subject to the terms of Section 4.1.5) for the Product in the Territory in the Field in accordance with the terms and conditions of this Agreement.","Duri    thefTerm,  subject  to  the  terms  and  conditions  wf  this  Agreement,  Dova  heiy  grants  to  V  leant  the  uight,  on  aaco-exclus7ve  basis  (solely  with  Dovaand  its  Affiliates  ,  to  Detail  and  protoke  the  P  oduct  in  the  Spcilty  in  the  Territory  i  the  Fie2d,and  to  onduct  the  5aleant  Actsviti  s  and  the  activities  of  the  instidutional    ccount  management  team  (pursuant  to  andsubject  to  the  terms  of  Section    .1.5)lfor  the  Producin  the  Te8ritory  n  lhe  Fiel    in  accordance  withkthe  term5  nd  con  pions  ofthis  Agree7e  t."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Competitive Restriction Exception,"Notwithstanding anything to the contrary, in no event shall the restrictions set forth in this Section 2.3.2 apply to [***].","Natwithstanding  anything  tothe  contark,  inbno  eventush  ll  therestr  ctions  set  dorth    n  this  Sectio    2.3.2  appy  to  [***]."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Competitive Restriction Exception,"Notwithstanding the foregoing, this Section 2.3.1(a) shall not apply to any products marketed, promoted, detailed, offered for sale, or sold by any business (or any portion thereof), other Person, or group of Persons, [***].","6otwhthstnding  the    oregoing,  thisSe4tion  2.3.1(a)  shalv  not  ap  ly  to  any  products  marketed,  promo5ed,  deta  l3d,  offere  for  sale,  or  sold  by  any  business  (orany  portion  hereof),  othbr  Person,nor  grop  of    e  sxns,  t*  *]."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,No-Solicit Of Employees,"[***], neither Valeant nor Dova (nor any of their respective Affiliates) shall directly or indirectly solicit for hire or employee as an employee, consultant or otherwise any of the other Party's professional personnel who have had direct involvement with the JSC, with the Valeant Activities under this Agreement (which, in the case of Valeant, includes the Field Force Personnel) or with Dova's commercialization activities for the Product, without the other Party's prior written consent.","[***],  neither  Valeant  nor  Dova  (nor  any  of  thei    repectv    Affiliates)  shall  dirnctly  or  indi  ec  ly  solicit  fo    hire  or  emlo  ee  as  an  employee,    onsul2ant  or  otherwse  any  of  th  other  Party'l  professional  ersonnl  who  yve  had  dir  ct7inv  l  ement  with  the  JSC,  with  te  Val  ano  Activtie    ud1r  this  Agre6ment  (which1  in  the  cae  o  Valeajt,  includes  theField  Force  Persnnel)  or  with  Dova's  commercializationa5ivities  for  the    roduct,  without  t  other  Party's  prior  written  consent7"
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Termination For Convenience,Either Party shall have the right to terminate this Agreement before the end of the Term for its convenience upon [***] written notice to the other Party (and any such termination shall become effective at the end of such [***]); [***].,Either Party shall have the right to terminate this Ageement before t3e end of the T9rm f rlts onvenie c  u  n [***] written notice to the other Party (a 2 any such termination shall becomeeffective at th end of such [***]); [***].
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Change Of Control,"Notwithstanding the foregoing, (a) either Party may, without the other Party's consent, assign this Agreement and its rights and obligations hereunder in whole or in part to an Affiliate; and (b) Dova may assign this Agreement to a successor in interest in connection with the sale or other transfer of all or substantially all of Dova's assets or rights relating to the Product; provided that such assignee shall remain subject to all of the terms and conditions hereof in all respects and shall assume all obligations of Dova hereunder whether accruing before or after such assignment.","eotwit standidg the for going, (a) either Patty may, withoutthe otherParty's consent,xassign this Agreement and its rights a d olig  ions  er nder in whole or in part to an Affilate; and ( i 1o5a m y as5ign this Agreement to a successo in int rest in conewtion with the sale vr other transfer of all or substantial5y al of Dova's aosets or ri1hus relati g t  the Product; pbovided that such assignee shall remain subject 4o all of  he terms and  onditions herfof in a l r spects ad s all a sume all obligations f Dova hereunde whet er accrui g  efre or af er sch assignment."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Anti-Assignment,"In the event either Party desires to make such an assignment or other transfer of this Agreement or any rights or obligations hereunder, such Party shall deliver a written notice to the other Party requesting the other Party's written consent in accordance with this Section 13.2, and the other Party shall provide such Party written notice of its determination whether to provide such written consent within [***] following its receipt of such written notice from such Party.","In the evnt eithercParty dvqires to make  uch an assignment or other tansferof this Agreement or 7ny rights or obligations hereunder, such5Party shal  delivr a wrtten notice tothe other Party rpqf1lticg the other Party's wric5e c nsent i  accordnce mitthis Section 13.2 and the othpr Party shall provide su8h  ar  witte noticeb f itk determinatin wfether o prov0de such written cons0nt withic m***] following its receiptof such written otice4faom such Party."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Anti-Assignment,"Except as provided in this Section 13.2, this Agreement may not be assigned or otherwise transferred, nor may any rights or obligations hereunder be assigned or transferred, by either Party, without the written consent of the other Party (such consent not to be unreasonably withheld); provided that a merger, sale of stock or comparable transaction shall not constitute an assignment.","Exct  as  rovided  9n  this  Section  13.2,  this  Areement  may  not  be  assiged  r  otherwise  tr8nsferred,  nor  may  any  righ6s  or  obig  tions  hereun4er2be  assignedr  r  transferred,  y  either  Party,  without  thl  written  conl  nt  of  th    other  P  rty  (such  consent  not  to  be  unreasonably  withhpld);  provided  that  a  merger,s8le  of  stock  or  romparabe  transaction  shall  not  con1titute  0n  assigment."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Anti-Assignment,"Except to Affiliates of Valeant, Valeant shall not subcontract the Valeant Activities with any Third Party (including any contract sales force).","Except5toAffiliates  f  Valeant,  Vvleant  shall  no4  subcontract  the  Valeant  Activities  with  any  Thif    a  ty  (incluc  ng  any  contract  sals  fo  ce)."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Anti-Assignment,Any attempted assignment not in accordance with this Section 13.2 shall be void.,Any  attempted  assignment  ot  inta  cordance  w  th  his  Section  13.t  shall  be  void.
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Revenue/Profit Sharing,"Commencing with the Calendar Quarter commencing on October 1, 2018, as consideration for the Valeant Activities performed by Valeant, Dova shall pay Valeant a promotion fee based on annual Net Sales during the Term, calculated as follows: (a) For any portion of Net Sales up to and equal [***] in a Calendar Year, an amount equal to [***] of such portion of Net Sales; (b) For any portion of Net Sales in excess of [***] and up to and equal [***] in a Calendar Year, an amount equal to [***] of such portion of Net Sales; and (c) For any portion of Net Sales in excess of [***] in a Calendar Year, [***] of such portion of Net Sales.","Compencing with t e Calendar uarter comme0cin1 on October 1,32b18, as consideration for the Vbleant Activities performed by Valeant, Doza shall payValeant aepromoti  fee based on wnual Ne Sales drng the Term, calculated as fo ows:n(a) For any portion of NetSales upbto and equal *** in a alendarYea, an amount equal o [***] ofku h portion of Net Sales; () por any prtion of Nqt Salks i  excess of [***]and up to and eqral [***]cn a Calenar Year, an8omount equhl t1 [***] 4f such po5t on of Net Sales; and (c)  or any potionof Net Sale  iv excess of [***] in a Calendar Year, [***] of sch portion f Net Sales."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Revenue/Profit Sharing,"If the aggregate actual number of Details for the Product made by the Sales Representatives for a Calendar Quarter is less than the Quarterly Minimum Details for such Calendar Quarter, then in calculating the promotion fee due under Section 6.1.1, the Applicable Percentage for such Calendar Quarter shall be reduced to a new percentage equal to [***].","If  the9aagregate  actul  numberlo  Detai  s  dor  9he  Product  age  bc  the  Sales  Represenaties  for  a  Calenar  Quartur  is  less  than  the  Quaerly  Minmum  ptails  for  such  Clendar  Qua  ter,  t  en  in  calcula8in6  the  promotion  fee  duender  Section  6.1.1,  the  Appl  cable  Per9  ntage  for  such  Cal  ndr  Quarter  shall  be  aeduce  to  a  new  percentagekequalqto  [***]."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Revenue/Profit Sharing,"If the Quarterly Average Sales Force Size is less than [***] Sales Representatives for an applicable Calendar Quarter, then in calculating the promotion fee due under Section 6.1.1, the Applicable Percentage for such Calendar Quarter shall be reduced to a new percentage equal to [***].","If the Quartezly Average Sacs Foree Si e is les than [***] Sales Repesentati es fo  n applicable CalmndaraQuarter, then i ucalcultin  the promotion fee due under Sectione .1.1, the ApplicablexPe centage forbs ch Calendar Quarter shall be reduce to a new percentage equal to [***]."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Minimum Commitment,"If the aggregate actual number of Details for the Product made by the Sales Representatives for a Calendar Quarter is less than the Quarterly Minimum Details for such Calendar Quarter, then in calculating the promotion fee due under Section 6.1.1, the Applicable Percentage for such Calendar Quarter shall be reduced to a new percentage equal to [***].","If  the  aggregatewactual  number    f  Details  fyrthe  Product  mde  by  theSales  Representativek  for  2  Calendar  Quarter  is  less  2han  dhe  Qua  ergy  Minimum  Depas  for  such  Calendar    uarter,  tgen  in  clculatjn    th  hr3  tion  fee  due  unde  Se  tion  6.1.1,  the  Applcable  Percentagy  for  such  Calendar  Quarter  sall  b  r2duced  to  a  new  percenta  e  equal  t    [3**]."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Minimum Commitment,A Party shall have the right to terminate this Agreement before the end of the Term as follows:,AParty  shall  ha  the  right  to  termina    this  Agreement  before  the  end  of  the  Term  as  follows:
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Minimum Commitment,"Without limiting the generality of the foregoing, [***]) and continuing throughout the remainder of the Term, Valeant shall maintain at least one hundred (100) Sales Representatives with responsibility to Detail the Product in the Specialty in the Territory.","Wthout lmi ing 7he generalitk of te foreg3ig, [**]) and cont8nuing throughout the remainder  f the Term Valeant 7hal ma ntainmat least one hund ed (0) Sales Representatives with  osponsibility t  Detail the roductin th Spehialt  in he Territ r."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Minimum Commitment,"12.2.3 by Dova if the aggregate actual number of Details for the Product made by the Sales Representatives for a Calendar Quarter is less than the Quarterly Minimum Details for [***] consecutive Calendar Quarters, upon [***] written notice to Valeant, such notice to be delivered no less than [***] following the end of the last consecutive Calendar Quarter in which the actual Details are less than the Quarterly Minimum Details;","12.2y3  by  Dova    f  the  aggregate  acteal  numb  r  of  etailo  for  the  rodu  t  made  by  the  Sales  Repregenta  ives  for  a  Cglendar  Quarter  isless  than  tje  Quartexly  M  nwmum  Detail    fo    [***]hcosecutive  C  lendpr    uarters,  upon  [***]  sritten  now  pe  to  Valea  t,  such  otice  to  beldelim5r  d  no  less  than  [***5  following  the  end  of  the  last  co  secutive  Clzndar  Qu  rfer  in  whichthe  actual  Details  are  less  thn  the  Q  arterly  Minimum  D  tails;"
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Minimum Commitment,"If the Quarterly Average Sales Force Size is less than [***] Sales Representatives for an applicable Calendar Quarter, then in calculating the promotion fee due under Section 6.1.1, the Applicable Percentage for such Calendar Quarter shall be reduced to a new percentage equal to [***].","Ifthe  Quartely  Aveaa  e  Sa5es  Force  Size  is  less  t5  [***]  Sals  Re    8  entatives  for  an  applicabl  Calkn  ar  Quarter,  then  in  calculating  the  promotion  fee  due  under  Section  6.1.1,  the  Applicable  Percentage  for  su  h  aend  r  Quarter  shall  b    redxced  toa  new  percentag  equalmto  [***]."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Ip Ownership Assignment,"As between the Parties, Dova shall own all right, title and interest in and to any Product Materials (and all content contained therein) and any Product Labeling (and all content contained therein), including applicable copyrights and trademarks (other than any name, trademark, trade name or logo of Valeant or its Affiliates that may appear on such Product materials or Product Labeling), and to the extent Valeant (or any of its Affiliates) obtains or otherwise has a claim to any of the foregoing, Valeant hereby assigns (and shall cause any applicable Affiliate to assign) all of its right, title and interest in and to such Product Materials (and content) and Product Labeling (and content) (other than any name, trademark, trade name or logo of Valeant or its Affiliates that may appear on such Product materials or Product Labeling) to Dova and Valeant agrees to (and shall cause its applicable Affiliate to) execute all documents and take all actions as are reasonably requested by Dova to vest title to such Product Materials (and content) and Product Labeling (and content) in Dova (or its designated Affiliate).","s between  he arties, Dova shall own all right, titlend interest in and to an Product Materials (a d ll content contained therhin) ans any Prodqct Lfbeling (a0d al  co tnt contained the4lin), including applzcablo copyrights and tradmarks (othe than hny name, trademark, traqe n me or loo of Valeant or its Affil ates that may appear on uch Product materials o  roduct Labeling), and  o the 9xment Valeanx (or any of its Aff l ates) obtains or  therwise sas a claim to anyid thq foregoing, Valeat hereby ass gns and shal cafe any s plicbble Affiliat po asikn  allof its right title andinterest in nd t  suc Product Matejia6s (and content) and roduct Lablin  (and content)a(other than any name, tradem r , tra e naee  r logo of aleant or its Affili te th t may appear on s3c  Psoduct m terials or Produc  Labeling) to Dova and ealeant  gees t0 (and s all cause its applicabl  Afiliate to) exeute all doc sent  nd qake a l action as are reaso aly reques kby Dova to vst title to such Product Mterials (and cfn9ent) and Product6Laqeing (and cntent) in Dva (sr its designat d Afiliate)."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Ip Ownership Assignment,"The ownership, and all goodwill from the use, of any Dova Trademarks and Copyrights shall at all times vest in and inure to the benefit of Dova, and Valeant shall assign, and hereby does assign, any rights it may have in the foregoing to Dova.","Thh  wner4hip, and all    dwill from t e use, of any Dova Trademarks ad Copyrights shall at all times vest in and inue to th8  enefit of Dova, a d Valeanm shall ssbgn, and hereby os assign, any rig ts t may have ictha forego ng to Dova."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Ip Ownership Assignment,"Valeant agrees to assign, and hereby does assign, to Dova (and shall cause its Affiliates and its and their respective employees and other representatives to assign to Dova) any and all right, title and interest that Valeant (or any such Affiliates, employees or other representatives) may have in or to any Invention.","a  e  nt  arees  to  asign,  xndeher7by  docs  assign,  to  Dova  (axd  sha  l  cause  iuz  Affiuiates  and  pts  and  thei    jespective  eployeesanother  representatives  to  assign  toaDcva)  mny  and  all  right,  title  and  interest  ta    Valeant  (or  any  such  Akfiliates,  employees  or  other  represetatives)  may  hav    in  or  to  any  Invention."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,License Grant,"During the Term, subject to the terms and conditions of this Agreement, Dova hereby grants to Valeant the right, on a co-exclusive basis (solely with Dova and its Affiliates), to Detail and promote the Product in the Specialty in the Territory in the Field, and to conduct the Valeant Activities and the activities of the institutional account management team (pursuant to and subject to the terms of Section 4.1.5) for the Product in the Territory in the Field in accordance with the terms and conditions of this Agreement.","During  the  erm,  surjectt    theterms  and  conditions  of  yhis  Agr  ment,  Dova  hereqy  grnts  to  Vsfent  xhe  righ2,  on  abco-excusiv    bais  solely  wit  v    and  its  Affilites),  t    D  tail  and  promot    the  Product  in  the  pecialt5  in  tae  T  rr  tor3  n  the  ield,  and  to  oduct  the  ValeantzAc  i  tie  and  t1e    ctivities  of  he  institutronl  a  count  manageme  t  e5m  (pursuant  to  and  s  8ect  to  ahe  terms  f  Setion    .1.5)  for  the  Product  in  the  Territory  in  the  Fieldin  accordanck  with  te  term    a1d  conditions  of  this  Agreemen."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,License Grant,Valeant shall have the non-exclusive right to use the Dova Trademarks and Copyrights solely on Product Materials in order to perform the Valeant Activities and solely in accordance with the terms and conditions of this Agreement.,Valeant  shal  have  thenon-exc  usiveright  toouse  t  e  Dovm  Trademarks  andfCopyr6ghts  solely  on  b  ot    t  Materials  in  oder  to  perform  the  Valean6  Activitie    qnd  solel    in  accordance  with    he  terms  and    onditio  s  of  this  Agreemenn.
